OTU ID	AJ414	AP114	AS114	AT414	JJ114	JJ415	JJ515	JP315	JP414	JP515	JS115	JS415	JT115	JT314	JT415	OJ415	OJ514	OJ515	OJ615	OP315	OP515	OP614	OP615	OS115	OS214	OS415	OS615	OT115	OT414	OT415	OT515	Taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
OTU479	48	1	0	0	11	1	5	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|EU480260|SH021358.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU641	0	0	1	3	0	8	0	0	5	0	0	1	9	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	35	0	1	SS|1.0000|JN905562|SH022043.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU316	5	0	0	0	6	12	13	0	0	0	0	0	0	3	0	11	3	12	3	0	0	1	0	0	0	0	0	0	0	0	0	US|0.8847|GQ999317|SH024334.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU364	2	1	0	4	0	0	0	0	0	0	0	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	9	20	18	8	US|0.7733|GQ515614|SH202968.07FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU411	0	8	0	0	0	0	0	1	12	0	0	0	0	0	1	0	0	0	0	0	0	43	1	0	3	0	0	0	0	0	0	US|0.9928|KF274441|SH472946.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU569	0	1	3	7	0	0	0	0	1	0	0	1	1	2	2	0	0	0	0	0	1	5	0	1	8	4	0	0	31	0	1	GS|99.4|JN053173|SH018491.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	-	-	-	-	-	-	-	Unassigned	-
OTU376	0	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	1	0	0	0	SS|0.0100|KJ834511|SH182529.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	Eurotiales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU346	0	8	0	8	0	0	0	0	1	0	0	0	0	31	0	0	0	0	0	0	1	13	1	0	0	1	0	0	4	0	0	GS|100.0|JN053132|SH209326.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes	-	-	-	-	-	-	-	Unassigned	-
OTU464	0	0	0	0	0	0	0	0	0	0	0	0	4	62	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	GS|98.3|JX377768|SH521518.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU345	10	1	0	1	34	3	0	0	4	0	0	0	0	2	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|JX043190|SH216759.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiostomataceae,g:Lophiostoma	Lophiostoma	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU306	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	37	4	13	1	0	0	0	0	0	0	0	0	2	0	0	0	GS|99.5|JX382345|SH521518.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU378	6	3	0	1	0	4	8	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	38	0	0	GS|100.0|FJ820733|SH213830.07FU;k:Fungi,p:Ascomycota,c:Arthoniomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU340	0	1	0	4	13	5	10	0	0	0	0	0	0	7	0	5	5	9	2	0	0	0	0	0	0	0	0	1	3	1	0	GS|100.0|JX984722|SH212864.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU356	0	2	0	2	0	0	0	1	6	2	0	0	1	0	1	0	0	0	0	1	0	47	3	0	0	0	0	0	0	0	0	SS|1.0000|JN906140|SH022043.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU468	0	1	0	2	0	2	11	3	2	0	1	0	8	21	6	1	1	0	0	0	1	0	0	0	0	0	0	0	6	0	0	SS|1.0000|KF221678|SH221826.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU453	0	0	0	1	0	0	0	0	0	0	0	0	33	9	3	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	0	US|0.9918|FJ553848|SH019578.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU354	0	1	0	2	5	15	13	0	0	1	0	0	10	3	1	1	5	0	0	0	1	0	0	0	0	0	0	0	7	0	0	US|0.4851|JF945512|SH183422.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU435	0	3	0	1	8	4	4	0	4	0	0	0	0	5	1	5	29	0	0	0	0	0	0	0	0	0	0	1	0	0	0	GS|98.4|JX489813|SH003981.07FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	-	-	-	-	-	-	-	Unassigned	-
OTU454	0	0	0	5	0	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	11	US|0.3107|GU446638|SH026632.07FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU548	0	1	0	7	13	1	2	0	0	0	0	0	2	6	0	0	0	1	1	0	0	16	0	1	1	4	0	0	6	2	1	GS|100.0|JN053103|SH027312.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	-	-	-	-	-	-	-	Unassigned	-
OTU510	0	0	0	3	28	10	11	0	0	0	0	0	1	2	1	4	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	GSL|100.0|KF443406|SH212863.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Torulaceae,g:Torula	Torula	13	Pathotroph-Saprotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Probable	NULL	Soft Rot	Host of endophyte - Caryophyllacae	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645; Costa IPMW, et al. 2012. Mycotaxon 119:26
OTU417	1	18	0	0	0	0	0	4	34	1	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	1	0	0	US|0.6124|KF221342|SH221826.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU752	0	0	0	33	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	0	US|0.7866|FJ903364|SH193679.07FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU357	0	0	2	0	0	0	0	1	46	3	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	GS|99.3|KC966331|SH212670.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Phaeotremellaceae,g:Gelidatrema	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU390	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	0	0	4	9	4	0	0	2	1	0	7	23	4	1	GS|100.0|KF988377|SH199934.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Geastrales,f:Geastraceae,g:Geastrum,s:Geastrum fuscogleba	Geastraceae	9	Saprotroph	Undefined Saprotroph	Probable	Gasteroid	NULL	Common name - earthstar; Terrestrial, rarely on wood or coprophilous. Most species are presumed saprobes, but at least some may be ectomycorrhizal (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU998	0	3	0	12	1	4	13	0	0	2	1	0	2	1	2	6	2	1	2	0	0	2	0	0	0	1	0	0	2	4	2	GS|99.6|EU480194|SH196006.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU2077	0	4	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	5	48	2	0	0	0	0	0	0	0	0	US|0.1351|KF222299|SH221826.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU432	0	0	0	1	0	0	0	0	3	0	0	0	2	2	0	1	9	1	1	0	0	0	0	0	0	0	0	22	12	2	6	US|0.0990|KJ140738|SH188970.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU445	0	0	0	2	9	1	2	0	1	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	38	0	2	US|0.9930|KP335347|SH523478.07FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU983	1	1	0	3	16	12	15	0	0	1	0	0	8	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KF221468|SH221826.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU2178	0	4	0	3	0	23	5	0	0	0	5	0	3	0	0	0	0	2	0	0	0	0	0	0	3	3	0	0	11	0	0	US|0.6491|JF945512|SH183422.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU334	0	0	1	0	4	5	1	0	0	0	0	0	2	3	4	13	3	6	0	0	1	0	1	0	0	0	0	1	0	1	15	GSL|100.0|KP068781|SH205047.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU452	0	5	0	8	0	2	0	1	2	0	0	0	0	1	0	1	2	0	1	0	2	21	1	0	10	0	1	0	1	2	0	GS|100.0|EU480053|SH182978.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Chaetosphaeronema	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU514	3	0	0	0	5	2	40	0	0	0	0	0	0	0	0	1	4	3	2	0	0	0	0	0	0	0	0	0	0	0	1	GS|100.0|KF871453|SH215533.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sporormiella,s:Sporormiella megalospora	Sporormiella	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU342	0	5	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	2	2	45	2	0	0	0	0	0	0	0	0	SS|1.0000|JN905696|SH022043.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU384	0	2	0	3	15	13	8	1	0	0	0	0	3	5	1	1	2	3	0	0	0	1	0	0	1	0	0	1	0	1	0	GS|100.0|DQ683977|SH020958.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU582	0	0	0	5	5	1	0	0	1	0	0	0	18	26	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	GS|99.0|KF221848|SH221826.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	-	-	-	-	-	-	-	Unassigned	-
OTU395	0	0	0	0	0	0	1	0	0	12	0	0	1	0	0	1	0	5	1	3	1	0	30	0	0	0	2	1	0	2	0	GS|100.0|UDB028036|SH190236.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Elaphomycetaceae,g:Elaphomyces,s:Elaphomyces muricatus	Elaphomyces	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Gasteroid	Hypogeous	Common name - false truffle	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
OTU433	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	15	10	19	10	GS|98.8|KJ778640|SH208731.07FU;k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales,f:Chionosphaeraceae,g:Chionosphaera,s:Chionosphaera cuniculicola	Chionosphaeraceae	9	Pathotroph-Saprotroph	Fungal Parasite-Undefined Saprotroph	Possible	Microfungus	NULL	Species appear to be mycoparasitic, associated with fungi of bark beetle galleries, wood-inhabiting Xylariaceae or lichens. Others are found erumpent from bark or decaying wood and may be sabrobic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU456	0	1	0	0	0	1	2	1	0	5	1	1	1	0	4	6	0	7	0	9	2	0	1	4	0	0	2	7	0	2	3	SS|0.2000|JX378366|SH016304.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	Hypocreales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU674	0	0	0	0	0	3	2	2	0	5	2	2	1	0	1	3	0	7	5	4	4	0	0	0	0	5	4	3	0	3	4	GS|98.5|KJ001441|SH032806.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma,s:Entoloma halophilum	Entoloma	13	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph	Possible	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM/(not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (sensu stricto); http://mycorrhizas.info/ecmf.html (ECM/(not ECM)
OTU718	1	7	0	2	11	1	1	0	6	0	0	0	0	2	0	0	8	0	0	0	0	4	0	0	5	0	0	0	12	0	0	US|0.0764|None;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales,f:Lecanoraceae,g:Carbonea	Carbonea	13	Symbiotroph	Lichenized	Possible	Thallus	NULL	Lichenized and non-licenized taxa	Tedersoo L, et al. 2014. Science 346:1256688
OTU330	0	0	0	19	0	0	0	0	0	0	0	0	1	11	2	0	0	0	0	0	0	3	0	0	0	0	0	1	21	1	1	US|0.5587|JN905168|SH022043.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU371	1	1	0	3	0	6	0	0	6	0	0	0	12	21	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	US|0.5526|FR870473|SH205052.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU447	2	1	0	21	0	0	0	0	2	0	0	0	7	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	US|0.3107|FR682186|SH029538.07FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU715	0	1	0	6	0	15	5	0	0	0	0	0	11	3	0	1	1	2	3	0	0	0	0	1	0	0	0	1	3	5	2	US|0.5119|JN906780|SH022043.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU360	0	0	0	58	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|KF221803|SH221826.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Erysiphales,f:Erysiphaceae,g:Blumeria	Blumeria	13	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU388	0	0	0	8	0	3	1	0	2	0	0	0	5	21	4	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	1	SS|1.0000|KF221688|SH221826.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	US|0.9896|DQ421182|SH024390.07FU;k:Fungi,p:Chytridiomycota	-	-	-	-	-	-	-	Unassigned	-
OTU599	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	55	0	0	GS|99.5|JX188111|SH004804.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales	-	-	-	-	-	-	-	Unassigned	-
OTU320	7	0	0	0	48	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|JX042758|SH025568.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Tremella	Tremella	13	Pathotroph-Symbiotroph	Fungal Parasite-Lichen Parasite	Probable	Facultative Yeast-Microfungus-Tremelloid	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU386	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|98.3|KT359994|SH521512.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Zymoseptoria	Mycosphaerellaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU403	0	0	0	11	0	0	0	0	0	0	0	0	1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	GS|99.0|AF274082|SH027984.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Trapeliales,f:Trapeliaceae,g:Placynthiella,s:Placynthiella icmalea	Placynthiella	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
OTU426	1	0	0	1	15	13	11	0	0	0	0	0	0	4	0	4	2	3	0	1	0	0	0	0	0	0	0	1	0	0	2	GS|98.2|LC204066|SH220112.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sporormiella,s:Sporormiella australis	Sporormiella	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU412	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	35	11	2	0	0	0	0	0	0	0	0	1	2	0	0	GS|98.4|KF221498|SH221826.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU398	0	0	0	19	0	0	4	0	0	0	0	0	12	4	0	0	0	0	0	0	0	3	0	0	0	0	0	2	9	0	4	GS|97.8|JN053511|SH483355.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Tremella,s:Tremella parmeliarum	Tremella	13	Pathotroph-Symbiotroph	Fungal Parasite-Lichen Parasite	Probable	Facultative Yeast-Microfungus-Tremelloid	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU353	0	0	0	17	0	0	0	0	0	0	0	0	23	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	US|0.7736|None;k:Fungi,p:Basidiomycota	-	-	-	-	-	-	-	Unassigned	-
OTU365	2	0	0	3	1	6	2	0	2	0	0	0	0	5	1	6	1	7	0	0	0	11	0	0	0	0	0	1	9	0	0	US|0.6916|LC204542|SH220112.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU499	8	7	2	11	2	0	0	0	5	0	0	0	0	3	0	0	6	0	0	0	0	4	0	0	4	0	0	0	5	0	0	US|0.7033|None;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU512	0	1	0	8	7	2	4	0	1	0	1	0	4	4	8	0	1	0	0	0	0	0	0	0	0	1	0	0	13	0	2	GS|99.5|KF222311|SH221826.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU647	0	13	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	37	1	0	0	0	0	0	0	0	0	US|0.9998|LC205204|SH220112.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU363	0	5	0	1	0	0	0	0	13	0	0	0	1	1	0	0	0	0	0	0	1	32	0	0	0	0	0	1	0	1	0	SS|1.0000|AF444563|SH206718.07FU;k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales,f:Kondoaceae,g:Bensingtonia,s:Bensingtonia ciliata	Bensingtonia	13	Saprotroph	Undefined Saprotroph	Highly Probable	Facultative Yeast	NULL	NULL	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego
OTU460	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	1	21	12	GS|100.0|EU117199|SH175993.07FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Ogataea,s:Ogataea pini	Saccharomycetales	7	Saprotroph	Undefined Saprotroph	Possible	Yeast	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU519	22	0	0	2	6	1	2	0	1	0	0	0	5	2	3	1	0	0	1	0	0	0	0	0	0	0	0	1	9	0	0	US|0.7289|None;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU555	0	15	0	1	0	0	0	1	0	3	1	0	6	14	0	0	0	0	0	1	1	12	0	0	0	0	0	0	0	1	0	GS|97.5|JN905162|SH022043.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU629	0	1	0	13	0	3	1	0	0	0	0	0	15	3	7	0	0	0	1	0	0	0	0	0	0	0	0	0	11	1	0	US|0.7206|AY452497|SH213886.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes	-	-	-	-	-	-	-	Unassigned	-
OTU377	4	1	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.4200|AF455453|SH216784.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	Alternaria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:125688
OTU436	0	0	0	7	0	0	0	0	0	0	0	0	1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	US|0.7736|KY768256|SH223202.07FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU463	0	0	0	5	0	2	0	0	0	0	0	0	6	2	1	0	2	0	0	0	0	0	0	0	0	0	0	6	26	2	3	US|0.5739|JN905788|SH022043.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU553	0	0	0	0	0	1	6	1	0	5	1	0	3	0	1	5	0	3	6	4	3	0	1	5	0	0	3	5	0	1	1	US|0.7896|None;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU400	0	1	1	1	0	2	1	1	0	0	2	0	0	2	1	4	1	0	1	0	0	0	1	5	16	3	0	0	10	1	0	GS|98.4|FJ553155|SH027285.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae	Mycosphaerellaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU419	0	0	0	0	5	1	2	0	0	1	1	0	4	3	1	4	0	2	2	1	7	0	0	0	0	0	0	15	0	2	3	GS|99.0|JN383492|SH216793.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria,s:Alternaria lolii	Alternaria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:125688
OTU404	0	1	0	0	0	12	37	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.2000|KM879333|SH487502.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Acarosporales,f:Acarosporaceae,g:Acarospora	Acarospora	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
OTU466	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	9	4	15	17	1	0	0	0	GS|99.5|EF016377|SH193236.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora,s:Cladophialophora minutissima	Cladophialophora	13	Saprotroph	Undefined Saprotroph	Probable	Facultative Yeast	NULL	NULL	James TY, et al. 2006. Nature 443:818-822
OTU420	0	3	0	4	14	6	7	0	0	0	0	0	1	10	0	1	3	1	0	0	0	1	0	0	0	0	1	0	0	0	1	US|0.3259|KT385800|SH181421.07FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU577	0	0	0	6	0	1	5	0	0	0	0	0	15	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	1	US|0.9945|KP004459|SH494059.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
